0.026,0.116,0.08,0.383,0.262,0.19,0.056,0.069,0.075,0.109,0.172
0.026,0.116,0.08,0.383,0.261,0.189,0.048,0.061,0.078,0.096,0.148
0.027,0.181,0.127,0.575,0.403,0.292,0.048,0.069,0.076,0.098,0.15
0.028,0.107,0.077,0.326,0.223,0.165,0.053,0.066,0.079,0.098,0.145
0.019,0.063,0.042,0.128,0.075,0.053,0.051,0.051,0.086,0.086,0.105
0.031,0.207,0.132,0.827,0.532,0.352,0.043,0.062,0.061,0.086,0.14
0.029,0.372,0.265,1.153,0.824,0.603,0.066,0.087,0.126,0.172,0.228
0.022,0.095,0.065,0.266,0.175,0.123,0.058,0.067,0.101,0.115,0.165
0.029,0.799,0.53,2.421,1.607,1.078,0.071,0.089,0.144,0.167,0.227
0.026,0.134,0.092,0.416,0.28,0.199,0.051,0.07,0.082,0.107,0.174
0.02,0.083,0.054,0.204,0.121,0.079,0.049,0.055,0.075,0.088,0.131
0.023,0.093,0.065,0.268,0.177,0.128,0.047,0.068,0.079,0.107,0.176
0.022,0.134,0.088,0.325,0.22,0.159,0.049,0.072,0.083,0.107,0.17
0.025,0.108,0.078,0.303,0.217,0.167,0.087,0.091,0.207,0.233,0.289
0.027,0.098,0.07,0.29,0.195,0.142,0.051,0.064,0.069,0.092,0.147
0.031,0.169,0.106,0.602,0.377,0.249,0.076,0.084,0.155,0.194,0.268
0.026,0.097,0.066,0.312,0.2,0.135,0.052,0.062,0.095,0.107,0.151
0.026,0.126,0.086,0.424,0.288,0.204,0.054,0.066,0.083,0.102,0.147
0.027,0.095,0.067,0.302,0.2,0.143,0.05,0.064,0.076,0.099,0.142
0.028,0.116,0.081,0.391,0.262,0.186,0.055,0.067,0.083,0.114,0.171
0.024,0.102,0.069,0.307,0.209,0.152,0.058,0.069,0.105,0.13,0.173
0.028,0.133,0.095,0.449,0.32,0.238,0.056,0.064,0.092,0.105,0.143
0.027,0.103,0.075,0.34,0.238,0.177,0.057,0.071,0.091,0.103,0.167
0.029,0.116,0.083,0.398,0.27,0.194,0.052,0.061,0.077,0.096,0.131
0.02,0.081,0.05,0.176,0.106,0.074,0.054,0.059,0.076,0.084,0.129
0.029,0.108,0.075,0.365,0.237,0.163,0.053,0.063,0.089,0.107,0.157
0.021,0.212,0.147,0.474,0.335,0.244,0.047,0.056,0.067,0.077,0.123
0.019,0.075,0.057,0.17,0.122,0.098,0.046,0.062,0.069,0.088,0.132
0.027,0.113,0.079,0.373,0.254,0.185,0.049,0.063,0.061,0.091,0.148
0.028,0.42,0.263,1.099,0.691,0.449,0.048,0.068,0.083,0.111,0.166
0.027,0.12,0.083,0.395,0.27,0.196,0.054,0.067,0.09,0.109,0.162
0.027,0.152,0.1,0.459,0.303,0.209,0.052,0.068,0.092,0.109,0.155
0.03,0.201,0.138,0.721,0.476,0.325,0.095,0.126,0.238,0.327,0.484
0.026,0.115,0.079,0.376,0.254,0.181,0.054,0.068,0.087,0.115,0.183
0.026,0.102,0.067,0.324,0.212,0.146,0.048,0.061,0.072,0.089,0.128
0.024,0.107,0.079,0.302,0.221,0.172,0.051,0.053,0.068,0.073,0.099
0.019,0.07,0.047,0.169,0.103,0.07,0.044,0.053,0.064,0.075,0.112
0.026,0.107,0.075,0.346,0.23,0.162,0.05,0.069,0.083,0.115,0.185
0.025,0.106,0.073,0.35,0.231,0.162,0.052,0.064,0.073,0.101,0.156
0.024,0.116,0.078,0.328,0.22,0.155,0.049,0.063,0.081,0.094,0.153
0.024,0.103,0.071,0.309,0.206,0.147,0.055,0.064,0.089,0.111,0.159
0.025,0.087,0.061,0.264,0.166,0.112,0.051,0.068,0.09,0.114,0.175
0.021,0.088,0.064,0.205,0.146,0.114,0.048,0.073,0.076,0.107,0.19
0.022,0.102,0.07,0.261,0.179,0.131,0.056,0.065,0.09,0.105,0.153
0.023,0.127,0.085,0.345,0.232,0.164,0.044,0.062,0.07,0.083,0.13
0.022,0.133,0.085,0.351,0.227,0.154,0.047,0.061,0.078,0.09,0.141
0.025,0.094,0.068,0.279,0.197,0.148,0.059,0.061,0.094,0.103,0.133
0.027,0.115,0.08,0.391,0.265,0.19,0.052,0.066,0.078,0.103,0.154
0.027,0.117,0.079,0.384,0.255,0.179,0.059,0.061,0.081,0.098,0.139
0.026,0.153,0.106,0.476,0.329,0.24,0.046,0.057,0.076,0.09,0.133
0.029,0.155,0.108,0.55,0.387,0.283,0.049,0.067,0.074,0.108,0.163
0.024,0.105,0.072,0.319,0.216,0.154,0.05,0.061,0.072,0.09,0.138
0.025,0.112,0.073,0.336,0.214,0.144,0.049,0.066,0.076,0.094,0.152
0.026,0.091,0.068,0.275,0.194,0.149,0.074,0.086,0.155,0.189,0.246
0.023,0.098,0.075,0.288,0.213,0.166,0.043,0.056,0.06,0.072,0.117
0.033,0.141,0.097,0.496,0.324,0.224,0.067,0.091,0.151,0.207,0.286
0.027,0.101,0.07,0.314,0.212,0.153,0.051,0.062,0.075,0.09,0.137
0.029,0.226,0.155,0.768,0.53,0.377,0.076,0.092,0.137,0.176,0.251
0.025,0.107,0.074,0.345,0.238,0.172,0.055,0.065,0.076,0.096,0.143
0.027,0.096,0.073,0.289,0.21,0.166,0.062,0.069,0.087,0.116,0.162
0.022,0.086,0.057,0.225,0.14,0.097,0.067,0.072,0.135,0.151,0.201
0.025,0.114,0.077,0.345,0.232,0.167,0.051,0.063,0.076,0.097,0.152
0.026,0.108,0.071,0.33,0.209,0.14,0.048,0.057,0.073,0.086,0.132
0.027,0.101,0.07,0.32,0.211,0.147,0.056,0.071,0.092,0.118,0.184
0.024,0.112,0.076,0.334,0.22,0.153,0.06,0.072,0.104,0.121,0.169
0.03,0.134,0.09,0.477,0.317,0.222,0.047,0.071,0.065,0.086,0.145
0.025,0.205,0.137,0.523,0.357,0.254,0.057,0.063,0.083,0.1,0.141
0.027,0.114,0.078,0.358,0.239,0.172,0.051,0.064,0.082,0.096,0.145
0.028,0.103,0.073,0.34,0.232,0.17,0.052,0.062,0.073,0.094,0.144
0.024,0.093,0.066,0.283,0.187,0.132,0.049,0.064,0.069,0.088,0.132
0.027,0.087,0.062,0.221,0.142,0.1,0.058,0.06,0.093,0.106,0.143
0.026,0.104,0.072,0.324,0.219,0.16,0.061,0.064,0.084,0.091,0.128
0.023,0.098,0.07,0.268,0.19,0.142,0.049,0.074,0.088,0.122,0.194
0.021,0.087,0.058,0.206,0.137,0.1,0.053,0.061,0.1,0.102,0.137
0.022,0.065,0.054,0.123,0.088,0.072,0.046,0.053,0.068,0.075,0.104
0.029,0.144,0.097,0.46,0.311,0.222,0.05,0.052,0.067,0.071,0.095
0.029,0.16,0.105,0.58,0.378,0.257,0.059,0.069,0.101,0.126,0.162
0.029,0.184,0.13,0.746,0.514,0.366,0.067,0.098,0.112,0.159,0.258
0.023,0.162,0.106,0.413,0.276,0.193,0.045,0.066,0.067,0.094,0.154
0.027,0.09,0.064,0.247,0.16,0.116,0.061,0.064,0.088,0.102,0.146
0.019,0.09,0.063,0.219,0.154,0.115,0.043,0.054,0.064,0.073,0.112
0.027,0.12,0.084,0.397,0.278,0.205,0.05,0.063,0.079,0.102,0.142
