0.032,0.109,0.081,0.26,0.173,0.127,0.098,0.104,0.178,0.201,0.244
0.023,0.125,0.092,0.249,0.179,0.143,0.053,0.068,0.072,0.085,0.14
0.038,0.346,0.221,1.354,0.868,0.572,0.054,0.07,0.076,0.085,0.127
0.031,0.143,0.096,0.463,0.305,0.216,0.07,0.083,0.12,0.148,0.206
0.03,0.302,0.222,0.845,0.62,0.465,0.065,0.094,0.106,0.147,0.228
0.03,0.159,0.113,0.476,0.333,0.244,0.13,0.127,0.201,0.219,0.286
0.032,0.17,0.115,0.575,0.382,0.263,0.072,0.087,0.132,0.153,0.232
0.026,0.08,0.062,0.165,0.12,0.099,0.074,0.122,0.135,0.188,0.304
0.026,0.17,0.107,0.452,0.297,0.205,0.053,0.056,0.065,0.068,0.095
0.031,0.116,0.078,0.339,0.218,0.151,0.091,0.09,0.128,0.171,0.233
0.028,0.182,0.14,0.525,0.403,0.323,0.057,0.076,0.077,0.098,0.169
0.039,0.207,0.139,0.804,0.528,0.361,0.061,0.088,0.095,0.134,0.222
0.03,0.113,0.081,0.298,0.198,0.138,0.055,0.067,0.076,0.083,0.112
0.029,0.178,0.117,0.511,0.333,0.23,0.052,0.07,0.067,0.081,0.12
0.034,0.492,0.33,2.052,1.345,0.898,0.066,0.092,0.079,0.11,0.18
0.024,0.143,0.112,0.308,0.233,0.189,0.061,0.096,0.082,0.126,0.231
0.031,0.14,0.101,0.442,0.312,0.231,0.06,0.062,0.073,0.066,0.103
0.027,0.103,0.08,0.254,0.177,0.14,0.056,0.075,0.079,0.097,0.151
0.029,0.097,0.073,0.23,0.161,0.121,0.072,0.099,0.136,0.194,0.294
0.037,0.22,0.142,0.823,0.52,0.346,0.083,0.096,0.119,0.151,0.204
0.029,0.231,0.154,0.653,0.436,0.3,0.055,0.098,0.086,0.128,0.247
0.032,0.127,0.095,0.368,0.255,0.197,0.078,0.095,0.122,0.149,0.214
0.026,0.137,0.097,0.349,0.244,0.182,0.055,0.06,0.064,0.066,0.103
0.027,0.258,0.177,0.647,0.445,0.317,0.068,0.101,0.11,0.165,0.298
0.031,0.185,0.132,0.523,0.357,0.257,0.072,0.1,0.139,0.183,0.272
0.036,0.17,0.107,0.6,0.371,0.239,0.058,0.064,0.084,0.086,0.118
0.034,0.138,0.101,0.485,0.342,0.254,0.061,0.078,0.095,0.122,0.172
0.034,0.16,0.126,0.507,0.377,0.296,0.053,0.067,0.071,0.065,0.098
0.033,0.151,0.11,0.46,0.318,0.235,0.057,0.073,0.076,0.096,0.14
0.035,1.009,0.68,2.408,1.636,1.127,0.06,0.085,0.084,0.122,0.194
0.024,0.102,0.076,0.244,0.173,0.133,0.057,0.074,0.085,0.09,0.138
0.024,0.135,0.097,0.275,0.202,0.16,0.064,0.074,0.103,0.108,0.162
0.032,0.138,0.1,0.436,0.3,0.219,0.077,0.089,0.123,0.155,0.211
0.033,0.16,0.134,0.489,0.395,0.339,0.063,0.07,0.079,0.088,0.118
0.028,0.124,0.089,0.329,0.229,0.17,0.065,0.076,0.111,0.114,0.168
0.029,0.1,0.068,0.267,0.169,0.115,0.05,0.078,0.06,0.095,0.173
0.033,0.112,0.085,0.277,0.189,0.139,0.065,0.102,0.126,0.182,0.319
0.028,0.164,0.123,0.434,0.323,0.252,0.058,0.071,0.091,0.102,0.148
0.03,0.159,0.108,0.465,0.297,0.207,0.07,0.09,0.098,0.134,0.2
0.032,0.282,0.214,0.867,0.636,0.49,0.052,0.08,0.062,0.089,0.152
0.026,0.096,0.07,0.221,0.152,0.118,0.055,0.086,0.078,0.101,0.174
